notes, tabs
F+2;D2,B7;G7
B3;E3,B12;e12
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
E1,D2
D1,D0
B1,A2
B1,A2
A1,A0
G0,E3
B3;E3,B12;e12
F+2;D2,B7;G7
G1;C2,D5;G5
D2;F+2,G7;B7
B3;E3,B12;e12
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
E1,D2
D1,D0
B1,A2
B1,A2
A1,A0
G0,E3
B3;E3,B12;e12
D2;F+2,G7;B7
G1;C2,D5;G5
F+2;D2,B7;G7
B3;E3,B12;e12
A1,A0
A1,A0
A1,A0
B1,A2
B1,A2
B1,A2
C1,A3
C1,A3
C1,A3
B1,A2
B1,A2
B1,A2
C1,A3
B1,A2
A1,A0
B3;E3,B12;e12
D2;F+2,G7;B7
G1;C2,D5;G5
D2;F+2,G7;B7
G1;C2,D5;G5
F+2;D2,B7;G7
B3;E3,B12;e12
B2;B1;F+1,G4;A2;D4
E1;A1;A2,D2;A0;G2
G1;D1;G0,D5;A5;E3
B2;B1;F+1,G4;A2;D4
F1,D3
E1,D2
D1,D0
C1,A3
D1,D0
E1,D2
F1,D3
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
A2;D2;D1,G2;B3;D0
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
G1;G2;D2,D5;B8;G7
D2;G2;G1,G7;B8;D5
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
D1;D2;A2,D0;B3;G2
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
A2;D2;D1,G2;B3;D0
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
D1;D2;A2,D0;B3;G2
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
D2;G2;G1,G7;B8;D5
G1;G2;D2,D5;B8;G7
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
D2;G2;G1,G7;B8;D5
A3,B10
E2;A2,G9;D7
A3,B10
A2;E2,D7;G9
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
C1,A3
C1,A3
B1,A2
A1,A0
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
E1,D2
D1,D0
B1,A2
B1,A2
A1,A0
G0,E3
B3;E3,B12;e12
F+2;D2,B7;G7
G1;C2,D5;G5
D2;F+2,G7;B7
B3;E3,B12;e12
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
E1,D2
D1,D0
B1,A2
B1,A2
A1,A0
G0,E3
B3;E3,B12;e12
F+2;D2,B7;G7
C2;G1,G5;D5
D2;F+2,G7;B7
B3;E3,B12;e12
A1,A0
A1,A0
A1,A0
B1,A2
B1,A2
B1,A2
C1,A3
C1,A3
C1,A3
B1,A2
B1,A2
B1,A2
C1,A3
B1,A2
A1,A0
B3;E3,B12;e12
D2;F+2,G7;B7
C2;G1,G5;D5
F+2;D2,B7;G7
C2;G1,G5;D5
D2;F+2,G7;B7
B3;E3,B12;e12
B1;B2;F+1,A2;G4;D4
E1;A2;A1,D2;G2;A0
D1;G0;G1,A5;E3;D5
B1;B2;F+1,A2;G4;D4
F1,D3
E1,D2
D1,D0
C1,A3
D1,D0
E1,D2
F1,D3
D2;A2;D1,B3;G2;D0
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
D1;A2;D2,D0;G2;B3
D2;A2;D1,B3;G2;D0
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
G2;D2;G1,B8;G7;D5
G1;D2;G2,D5;G7;B8
D2;A2;D1,B3;G2;D0
E2;E1;B2,B5;D2;G4
C2;F1;F2,G5;D3;B6
E2;E1;B2,B5;D2;G4
C2;F1;F2,G5;D3;B6
E2;E1;B2,B5;D2;G4
A2;D1;D2,G2;D0;B3
D2;D1;A2,B3;D0;G2
B2;E1;E2,G4;D2;B5
F2;F1;C2,B6;D3;G5
B2;E1;E2,G4;D2;B5
F2;F1;C2,B6;D3;G5
B2;E1;E2,G4;D2;B5
D2;D1;A2,B3;D0;G2
A2;D1;D2,G2;D0;B3
E2;E1;B2,B5;D2;G4
C2;F1;F2,G5;D3;B6
E2;E1;B2,B5;D2;G4
C2;F1;F2,G5;D3;B6
E2;E1;B2,B5;D2;G4
A2;D2;D1,G2;B3;D0
A2;D1;D2,G2;D0;B3
E2;E1;B2,B5;D2;G4
C2;F1;F2,G5;D3;B6
E2;E1;B2,B5;D2;G4
D2;G1;G2,G7;D5;B8
G1;G2;D2,D5;B8;G7
B2;E2;E1,G4;B5;D2
C2;F1;F2,G5;D3;B6
G2;G1;D2,B8;D5;G7
A3,B10
E2;A2,G9;D7
A3,B10
E2;A2,G9;D7
C1,A3
C1,A3
B1,A2
A1,A0
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
B3;E3,B12;e12
B3;E3,B12;e12
F+2;B3,B7;e7
A3;D3,B10;e10
F+2;B3,B7;e7
G+2;C+3,B9;e9
A3;D3,B10;e10
B3;E3,B12;e12
C+3;F+3,B14;e14
D3;G3,B15;e15
B3;E3,B12;e12
E3;A4,B17;e17
B3;E3,B12;e12
B3;E3,B12;e12
F+2;B3,B7;e7
A3;D3,B10;e10
F+2;B3,B7;e7
G+2;C+3,B9;e9
A3;D3,B10;e10
B3;E3,B12;e12
C+3;F+3,B14;e14
D3;G3,B15;e15
B3;E3,B12;e12
E3;A4,B17;e17
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
E0,E0
F+0,E2
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
B1,A2
A1,A0
G0,E3
A1,A0
F+0,E2
G0,E3
G0,E3
F+0,E2
E0,E0
G2,G12
B3,B12
E3,e12
B3,e7
A3,e5
B3,e7
A3,e5
G2,B8
F+2,B7
A3,e5
E1,E12
G2,G12
B3,B12
E3,e12
B3,e7
A3,e5
B3,e7
A3,e5
G2,B8
F+2,B7
B2,G4
C2,G5
D2,G7
F+1,D4
G1,D5
A2,D7
C1,A3
E1,E12
G2,G12
B3,B12
E3,e12
B3,e7
A3,e5
B3,e7
A3,e5
G2,B8
F+2,B7
A3,e5
E1;B3,A7;e7
A3,e5
B3,e7
A3,e5
G2,B8
F+2,B7
B2,G4
C2,G5
D2,G7
F+1,D4
G1,D5
A2,D7
C1,A3
D2;A2;D1,B3;G2;D0
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
D1;A2;D2,D0;G2;B3
D2;A2;D1,B3;G2;D0
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
D2;A2;D1,B3;G2;D0
D1;A2;D2,D0;G2;B3
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
D1;A2;D2,D0;G2;B3
D2;A2;D1,B3;G2;D0
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
D2;A2;D1,B3;G2;D0
D1;A2;D2,D0;G2;B3
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
D1;A2;D2,D0;G2;B3
D2;A2;D1,B3;G2;D0
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
D2;A2;D1,B3;G2;D0
D1;A2;D2,D0;G2;B3
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
F1;C2;F2,D3;G5;B6
E2;B2;E1,B5;G4;D2
D1;A2;D2,D0;G2;B3
D2;A2;D1,B3;G2;D0
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
B2;E1;E2,G4;D2;B5
D2;D1;A2,B3;D0;G2
E1,A7
G1,D5
A2,D7
C2,G5
D2,G7
E2,B5
D2,G7
C2,G5
A2,D7
G1,D5
E1,A7
D1,A5
E1,A7
G1,D5
A2,D7
C2,G5
D2,G7
C2,G5
A2,D7
G1,D5
E1,A7
D1,A5
E1,A7
G1,D5
A2,D7
C2,G5
D2,G7
E2,B5
D2,G7
C2,G5
A2,D7
G1,D5
E1,A7
A1,E5
B1,E7
D1,A5
E1,A7
G1,D5
A2,D7
C2,G5
D2,G7
C2,G5
A2,D7
G1,D5
E1,A7
D1,A5
B2,G4
A2,G2
G1,G0
C2,G5
B2,G4
A2,G2
D2,B3
C2,B1
B2,B0
C2,G5
B2,G4
A2,G2
B2,G4
A2,G2
G1,G0
B2,G4
A2,G2
A2,G2
G1,G0
G1,G0
F1,D3
F1,D3
E1,D2
C1,A3
G0,E3
G2,G12
A+3,G15
C3,B13
A3;D3,G14;B15
A3;D3,G14;B15
A3;D3,G14;B15
F3,e13
G3,e15
G3,e15
F3,e13
D3,B15
C3,B13
D3,B15
C3,B13
B3,B12
C3,B13
B3,B12
A3,G14
G2,G12
A2;D2;D1,G2;B3;D0
E2;B2;E1,B5;G4;D2
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
F2;C2;F1,B6;G5;D3
E1;E2;B2,D2;B5;G4
A2;D2;D1,G2;B3;D0
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F2;C2;F1,B6;G5;D3
E1;B2;E2,D2;G4;B5
D2;A2;D1,B3;G2;D0
D1;A2;D2,D0;G2;B3
E2;B2;E1,B5;G4;D2
C2;F1;F2,G5;D3;B6
E1;E2;B2,D2;B5;G4
C2;F1;F2,G5;D3;B6
E2;B2;E1,B5;G4;D2
D2;A2;D1,B3;G2;D0
D1;A2;D2,D0;G2;B3
E2;B2;E1,B5;G4;D2
C2;F2;F1,G5;B6;D3
B2;E2;E1,G4;B5;D2
D1;D2;A2,D0;B3;G2
D1,A5
F1,D3
G1,D5
A+2,G3
C2,G5
D2,B3
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
C1,A3
D1,A5
F1,D3
G1,D5
A+2,G3
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
C1,A3
D1,A5
F1,D3
G1,D5
A+2,G3
C2,G5
D2,B3
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
G0,E3
A1,E5
C1,A3
D1,A5
F1,D3
G1,D5
A+2,G3
C2,G5
A+2,G3
G1,D5
F1,D3
D1,A5
C1,A3
E3,e12
D3,e10
C+3,e9
C+3,e9
D3,e10
C+3,e9
B3,e7
C+3,e9
D3,e10
C+3,e9
B3,e7
C+3,e9
A3,B10
G2,B8
A3,B10
G2,B8
A3,B10
E2,G9
G2,B8
F+2,B7
G2,B8
A3,B10
G2,B8
A3,B10
B3,e7
A3,B10
C3,e8
E1,A7
F+1,A9
G1,A10
A2,D7
B2,D9
C2,D10
D2,G7
E2,G9
F+2,B7
G2,B8
A3,B10
B3,e7
C+3,e9
B3,e7
C+3,e9
B3,e7
C+3,e9
B3,e7
C+3,e9
D3,e10
F+3,e14
D3,e10
F+3,e14
D3,e10
F+3,e14
B3,e7
C+3,e9
B3,e7
C+3,e9
B3,e7
C+3,e9
D3,e10
F+3,e14
D3,e10
F+3,e14
D3,e10
F+3,e14
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
B3;E3,B12;e12
F+2;D2,B7;G7
G1;C2,D5;G5
F+2;D2,B7;G7
G1;C2,D5;G5
F+2;D2,B7;G7
B3;E3,B12;e12
E0,E0
F+0,E2
G0,E3
G0,E3
A1,A0
B1,A2
D1,D0
E1,D2
E0,E0
E1,D2
D1,D0
B1,A2
B1,A2
A1,A0
G0,E3
B3;E3,B12;e12
D2;F+2,G7;B7
C2;G1,G5;D5
F+2;D2,B7;G7
B3;E3,B12;e12
A1,A0
A1,A0
A1,A0
B1,A2
B1,A2
B1,A2
C1,A3
C1,A3
C1,A3
B1,A2
B1,A2
B1,A2
C1,A3
B1,A2
A1,A0
B3;E3,B12;e12
D2;F+2,G7;B7
C2;G1,G5;D5
D2;F+2,G7;B7
G1;C2,D5;G5
D2;F+2,G7;B7
B3;E3,B12;e12
B1;B2;F+1,A2;G4;D4
E1;A2;A1,D2;G2;A0
G0;D1;G1,E3;A5;D5
F+1;B2;B1,D4;G4;A2
F1,D3
E1,D2
D1,D0
C1,A3
D1,D0
E1,D2
F1,D3
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
D1;D2;A2,D0;B3;G2
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
D2;G2;G1,G7;B8;D5
G1;G2;D2,D5;B8;G7
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
A2;D2;D1,G2;B3;D0
D1;D2;A2,D0;B3;G2
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
B2;E2;E1,G4;B5;D2
D1;D2;A2,D0;B3;G2
A2;D2;D1,G2;B3;D0
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
C2;F2;F1,G5;B6;D3
E1;E2;B2,D2;B5;G4
A2;D2;D1,G2;B3;D0
D2;A2;D1,B3;G2;D0
B2;E1;E2,G4;D2;B5
F2;F1;C2,B6;D3;G5
B2;E1;E2,G4;D2;B5
D2;G2;G1,G7;B8;D5
G1;G2;D2,D5;B8;G7
B2;E2;E1,G4;B5;D2
F1;F2;C2,D3;B6;G5
G1;G2;D2,D5;B8;G7
A3,B10
E2;A2,G9;D7
A3,B10
A2;E2,D7;G9
D1;F+2,D0;e2
G2,e3
F+2,e2
G2,e3
F+2,e2
D2,B3
C1;E2,A3;e0
D2,B3
C2,B1
B2,B0
B1;D2,A2;B3
B2,B0
A1;C2,A0;B1
A2,G2
B2;G0,B0;E3
G1,G0
F+0;A2,E2;G2
E0,E0
B1,A2
E1,D2
G+1,G1
B2,B0
E2,e0
END, END
G0,E3
G0,E3
G0,E3
G0,E3
G0,E3
G0,E3
G0,E3
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2;B2,E3;e3;B0
G0;A3,E3;e5
D1;G0;A2,D0;E3;G2
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G1;G0,G0;E3
D1;G0,D0;E3
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G1;G0,G0;E3
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2,E3;e3
G0;A3,E3;e5
A2;G0,G2;E3
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G0;G1,E3;G0
G0,E3
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
C2;C1,B1;A3
C1,A3
B2,B0
C1,A3
C1;E1,A3;D2
C1,A3
G1,G0
C1,A3
C1;A2,A3;G2
C1,A3
B2,B0
C1,A3
C1;D1,A3;D0
E1,D2
C1,A3
G1,G0
D1,D0
G1,G0
G0;A2,E3;G2
G1,G0
G0,E3
E2,e0
G0,E3
D2,B3
G0;B2,E3;B0
A2,G2
G1;G0,G0;E3
D1,D0
G0,E3
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
G0,E3
G1,G0
G0,E3
D1,D0
C+3,E33
D1,D0
G0,E3
G0;D2,E3;B3
G0,E3
A2,G2
G0,E3
G0;B2,E3;B0
G0,E3
D2,B3
G0,E3
A2;G0,G2;E3
G0;B2,E3;B0
G0;D2,E3;B3
A2;G0,G2;E3
B2;G0,B0;E3
D2;G0,B3;E3
E1;E0;G1,D2;E0;G0
E0,E0
E1;G1,D2;G0
E0,E0
C2;E2;G1;E1;G0;C1,B1;e0;G0;D2;E3;A3
C1,A3
G1;C2,G0;B1
C1,A3
G0;C2;G1,E3;B1;G0
B2,B0
G0,E3
G1;B2,G0;B0
G0,E3
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
D2;G0,B3;E3
G0,E3
A2,G2
G0,E3
B2;G0,B0;E3
G0,E3
D2,B3
G0,E3
G0;A2,E3;G2
G0;B2,E3;B0
D2;G0,B3;E3
A2;G0,G2;E3
B2;G0,B0;E3
D2;G0,B3;E3
G1;E0;E1,G0;E0;D2
E0,E0
G1;E1,G0;D2
E0,E0
G0;E2;E1;C2;G1;C1,E3;e0;D2;B1;G0;A3
C1,A3
C2;G1,B1;G0
C1,A3
C2;G1;G0,B1;G0;E3
B2,B0
G0,E3
B2;G1,B0;G0
G0,E3
G0;G1,E3;G0
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
C1;E2;E1;G1;G0;C2,A3;e0;D2;G0;E3;B1
G1;E2;G0;C1;C+2;E1,G0;e0;E3;A3;B2;D2
B1;E2;E0;G1;E1;B2,A2;e0;E0;G0;D2;B0
B1,A2
G0;E2;E1;C1;C2;G1,E3;e0;D2;A3;B1;G0
E1;E2;C+2;G1;C1;G0,D2;e0;B2;G0;A3;E3
E1;E2;E0;B2;B1;G1,D2;e0;E0;B0;A2;G0
B1,A2
C1;E2;E1;C2;G0;G1,A3;e0;D2;B1;E3;G0
C2;C1,B1;A3
C2;B1,B1;A2
E0;C2,E0;B1
C2;F+0,B1;E2
D1,D0
G0,E3
D2,B3
G0;E2,E3;e0
B2;G2;G0,B0;e3;E3
G0;A3,E3;e5
G0;D1;A2,E3;D0;G2
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G0;G1,E3;G0
G0;D1,E3;D0
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G0;G1,E3;G0
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2,E3;e3
G0;A3,E3;e5
G0;A2,E3;G2
B2,G4
G0,E3
G0;B2,E3;G4
A2,G2
G1,G0
G0;G1,E3;G0
G0,E3
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
C1;C2,A3;B1
C1,A3
B2,B0
C1,A3
C1;E1,A3;D2
C1,A3
G1,G0
C1,A3
A2;C1,G2;A3
C1,A3
B2,B0
C1,A3
D1;C1,D0;A3
E1,D2
C1,A3
G1,G0
D1,D0
G1,G0
A2;G0,G2;E3
G1,G0
G0,E3
E2,e0
G0,E3
D2,B3
B2;G0,B0;E3
D+3,G20
G0,E3
D1;G0,D0;E3
E1,D2
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
G0,E3
G1,G0
G0,E3
D1;C+3,D0;E33
D1,D0
G0,E3
D2;G0,B3;E3
G0,E3
A2,G2
G0,E3
G0;B2,E3;B0
G0,E3
D2,B3
G0,E3
A2;G0,G2;E3
B2;G0,B0;E3
G0;D2,E3;B3
A2;G0,G2;E3
G0;B2,E3;B0
G0;D2,E3;B3
G1;E0;E1,G0;E0;D2
E0,E0
G1;E1,G0;D2
E0,E0
E1;E2;G1;G0;C1;C2,D2;e0;G0;E3;A3;B1
C1,A3
C2;G1,B1;G0
C1,A3
C2;G0;G1,B1;E3;G0
B2,B0
G0,E3
B2;G1,B0;G0
G0,E3
G1;G0,G0;E3
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
D2;G0,B3;E3
G0,E3
A2,G2
G0,E3
B2;G0,B0;E3
G0,E3
D2,B3
G0,E3
G0;A2,E3;G2
G0;B2,E3;B0
G0;D2,E3;B3
G0;A2,E3;G2
G0;B2,E3;B0
G0;D2,E3;B3
G1;E1;E0,G0;D2;E0
E0,E0
G1;E1,G0;D2
E0,E0
G1;E2;E1;C1;C2;G0,G0;e0;D2;A3;B1;E3
C1,A3
G1;C2,G0;B1
C1,A3
G1;C2;G0,G0;B1;E3
B2,B0
G0,E3
B2;G1,B0;G0
G0,E3
G0;G1,E3;G0
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
C2;E2;C1;G0;G1;E1,B1;e0;A3;E3;G0;D2
C+2;E2;G1;E1;G0;C1,B2;e0;G0;D2;E3;A3
E1;E2;B2;B1;G1;E0,D2;e0;B0;A2;G0;E0
B1,A2
E1;E2;C1;C2;G1;G0,D2;e0;A3;B1;G0;E3
C1;E2;G0;G1;C+2;E1,A3;e0;E3;G0;B2;D2
G1;E2;B1;E1;E0;B2,G0;e0;A2;D2;E0;B0
B1,A2
C2;E2;G1;C1;G0;E1,B1;e0;G0;A3;E3;D2
C1;C2,A3;B1
B1;C2,A2;B1
E0;C2,E0;B1
F+0;C2,E2;B1
D1,D0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2;B2,E3;e3;B0
G0;A3,E3;e5
D1;A2;G0,D0;G2;E3
B2,G4
G0,E3
G0;B2,E3;G4
A2,G2
G1,G0
G0;G1,E3;G0
G0;D1,E3;D0
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
G0;G1,E3;G0
G0,E3
E2,e0
G0,E3
D2,B3
G0;E2,E3;e0
G0;G2,E3;e3
G0;A3,E3;e5
A2;G0,G2;E3
B2,G4
G0,E3
B2;G0,G4;E3
A2,G2
G1,G0
G1;G0,G0;E3
G0,E3
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
C1;C2,A3;B1
C1,A3
B2,B0
C1,A3
C1;E1,A3;D2
C1,A3
G1,G0
C1,A3
C1;A2,A3;G2
C1,A3
B2,B0
C1,A3
D1;C1,D0;A3
E1,D2
C1,A3
G1,G0
D1,D0
G1,G0
A2;G0,G2;E3
G1,G0
G0,E3
E2,e0
G0,E3
D2,B3
G0;B2,E3;B0
D+3,G20
G0,E3
D1;G0,D0;E3
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
G0,E3
G0,E3
G1,G0
G0,E3
C+3;D1,E33;D0
D1,D0
G0,E3
B2;A1,B0;A0
C2,B1
E1,D2
G1,G0
E2,e0
C2,B1
C2;A1,B1;A0
D2,B3
F+1,D4
G1,G0
E2,e0
D2,B3
D2;A1,B3;A0
C2,B1
E1,D2
G1,G0
E2,e0
C2,B1
E1;C2,D2;B1
F+1;D2,D4;B3
F+1;D2,D4;B3
E1;C2,D2;B1
D1;B2,D0;B0
D1;B2,D0;B0
G0,E3
G0,E3
G1,G0
G0,E3
G0;C2,E3;B1
D2,B3
G1;G0,G0;E3
A2,G2
D1;G0,D0;E3
E1,D2
D1,D0
A1;G0,A0;E3
B1,A2
G0,E3
G0;D1,E3;D0
E1,D2
G0;G1,E3;G0
A2,G2
G1,G0
G0,E3
G1,G0
G0,E3
A1;B2,A0;B0
C2,B1
E1,D2
G1,G0
E2,e0
C2,B1
A1;C2,A0;B1
D2,B3
F+1,D4
G1,G0
E2,e0
D2,B3
A1;D2,A0;B3
C2,B1
E1,D2
G1,G0
E2,e0
C2,B1
C2;E1,B1;D2
D2;F+1,B3;D4
D2;F+1,B3;D4
C2;E1,B1;D2
B2;D1,B0;D0
B2;D1,B0;D0
B2;E0,B0;E0
B1,A2
G1,G0
B2,B0
G1,G0
B2;E0,B0;E0
E1,D2
G1,G0
F+0;D1,E2;D0
D1;G1;G0,D0;G0;E3
G0,E3
D1,D0
G0,E3
G1;G0,G0;E3
G0,E3
D1,D0
G0,E3
D2;G0,B3;E3
G0,E3
A2,G2
G0,E3
B2;G0,B0;E3
G0,E3
D2,B3
G0,E3
A2;G0,G2;E3
B2;G0,B0;E3
D2;G0,B3;E3
A2;G0,G2;E3
G0;B2,E3;B0
D2;G0,B3;E3
G1;E0;E1,G0;E0;D2
E0,E0
G1;E1,G0;D2
E0,E0
C2;E2;C1;G1;G0;E1,B1;e0;A3;G0;E3;D2
C1,A3
G1;C2,G0;B1
C1,A3
G0;C2;G1,E3;B1;G0
B2,B0
G0,E3
G1;B2,G0;B0
G0,E3
G0;G1,E3;G0
A2,G2
G1,G0
G0,E3
D1,D0
G0,E3
G0;D2,E3;B3
G0,E3
A2,G2
G0,E3
G0;B2,E3;B0
G0,E3
D2,B3
G0,E3
G0;A2,E3;G2
G0;B2,E3;B0
